student_id,student_gender,student_age,course_name,watch_time,duration_sec,engagement,timestamp,source_file,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,_source_file,Education Level,Institution Type,IT Student,Location,Load-shedding,Financial Condition,Internet Type,Network Type,Class Duration,Self Lms,Device,Adaptivity Level,first_name,last_name,score,hours_studied,assignments_completed,participation,metadata,transcript
students_adaptability_level_online_education.csv_714,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Government,No,Yes,Low,Mid,Wifi,4G,0,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_715,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,No,High,Mid,Mobile Data,3G,0,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_716,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Rich,Wifi,3G,1-3,No,Mobile,High,,,,,,,,
students_adaptability_level_online_education.csv_717,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Government,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_718,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_719,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Government,Yes,Yes,Low,Mid,Mobile Data,3G,1-3,Yes,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_720,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_721,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,College,Government,No,No,High,Mid,Mobile Data,4G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_722,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,No,High,Poor,Mobile Data,3G,3-6,Yes,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_723,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_724,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,College,Non Government,No,Yes,High,Mid,Wifi,4G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_725,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Government,No,Yes,Low,Mid,Wifi,4G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_726,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,No,Low,Mid,Mobile Data,3G,3-6,Yes,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_727,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_728,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_729,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_730,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,Yes,Low,Mid,Wifi,3G,3-6,Yes,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_731,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,No,High,Poor,Mobile Data,3G,1-3,Yes,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_732,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_733,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,Yes,High,Poor,Wifi,4G,1-3,Yes,Computer,High,,,,,,,,
students_adaptability_level_online_education.csv_734,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_735,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Rich,Wifi,4G,1-3,No,Mobile,High,,,,,,,,
students_adaptability_level_online_education.csv_736,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,0,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_737,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,1-3,No,Computer,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_738,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_739,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Government,No,No,Low,Poor,Mobile Data,4G,0,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_740,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,College,Government,Yes,Yes,Low,Mid,Wifi,4G,1-3,Yes,Tab,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_741,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,Yes,Yes,Low,Poor,Mobile Data,4G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_742,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_743,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_744,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,College,Government,No,No,High,Mid,Mobile Data,3G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_745,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Government,No,Yes,Low,Mid,Wifi,4G,0,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_746,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,College,Government,No,Yes,Low,Mid,Wifi,3G,1-3,Yes,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_747,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Government,No,Yes,Low,Mid,Wifi,4G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_748,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,No,Yes,Low,Poor,Mobile Data,4G,1-3,Yes,Mobile,High,,,,,,,,
students_adaptability_level_online_education.csv_749,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,No,High,Poor,Mobile Data,3G,3-6,Yes,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_750,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_751,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Government,No,No,Low,Mid,Mobile Data,4G,0,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_752,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,High,Mid,Wifi,4G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_753,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Government,No,No,Low,Mid,Mobile Data,3G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_754,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,No,Yes,Low,Mid,Wifi,2G,3-6,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_755,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Mid,Wifi,4G,0,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_756,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Government,No,Yes,Low,Mid,Wifi,3G,1-3,Yes,Computer,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_757,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Government,Yes,Yes,Low,Mid,Wifi,3G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_758,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_759,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,College,Government,No,No,Low,Mid,Mobile Data,4G,0,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_760,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,College,Government,No,No,Low,Mid,Wifi,4G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_761,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Government,No,No,Low,Mid,Wifi,4G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_762,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,Yes,Low,Rich,Wifi,4G,3-6,No,Computer,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_763,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_764,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,1-3,No,Computer,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_765,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_766,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Mid,Wifi,4G,0,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_767,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_768,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,College,Government,Yes,Yes,Low,Mid,Wifi,4G,0,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_769,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,College,Non Government,No,Yes,Low,Mid,Wifi,4G,3-6,No,Mobile,High,,,,,,,,
students_adaptability_level_online_education.csv_770,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_771,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,No,Yes,Low,Mid,Wifi,4G,3-6,No,Computer,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_772,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,No,High,Poor,Wifi,2G,3-6,Yes,Tab,Low,,,,,,,,
students_adaptability_level_online_education.csv_773,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,College,Non Government,No,Yes,High,Mid,Wifi,4G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_774,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,Yes,High,Poor,Wifi,3G,3-6,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_775,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,College,Non Government,No,Yes,Low,Mid,Wifi,4G,3-6,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_776,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_777,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Government,No,Yes,Low,Mid,Wifi,4G,0,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_778,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_779,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Mid,Wifi,4G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_780,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,No,Low,Mid,Wifi,4G,3-6,Yes,Computer,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_781,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_782,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_783,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,1-3,No,Computer,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_784,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,No,No,Low,Poor,Mobile Data,4G,1-3,Yes,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_785,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,1-3,No,Computer,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_786,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,College,Non Government,No,Yes,High,Mid,Wifi,4G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_787,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,College,Government,No,No,High,Mid,Mobile Data,3G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_788,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Rich,Wifi,4G,3-6,No,Mobile,High,,,,,,,,
students_adaptability_level_online_education.csv_789,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,No,Yes,Low,Mid,Wifi,4G,3-6,No,Computer,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_790,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Government,No,No,Low,Poor,Mobile Data,4G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_791,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_792,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Government,No,No,Low,Mid,Mobile Data,3G,0,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_793,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,No,High,Mid,Mobile Data,3G,0,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_794,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Government,No,No,High,Mid,Mobile Data,4G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_795,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,College,Non Government,No,No,Low,Mid,Mobile Data,3G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_796,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,Yes,High,Mid,Mobile Data,3G,3-6,Yes,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_797,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Government,No,Yes,Low,Mid,Mobile Data,4G,3-6,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_798,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_799,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,No,Yes,Low,Mid,Wifi,4G,3-6,No,Computer,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_800,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,1-3,No,Computer,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_801,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Mid,Wifi,4G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_802,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,High,Mid,Wifi,4G,1-3,No,Computer,Low,,,,,,,,
students_adaptability_level_online_education.csv_803,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_804,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Government,No,Yes,Low,Mid,Mobile Data,3G,1-3,Yes,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_805,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Government,No,No,Low,Mid,Mobile Data,3G,0,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_806,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Government,No,Yes,Low,Rich,Wifi,4G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_807,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_808,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,No,Yes,Low,Mid,Wifi,4G,3-6,No,Tab,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_809,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,1-3,No,Computer,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_810,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Government,Yes,Yes,Low,Rich,Wifi,4G,1-3,No,Computer,High,,,,,,,,
students_adaptability_level_online_education.csv_811,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,College,Non Government,No,Yes,Low,Mid,Wifi,4G,3-6,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_812,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,College,Non Government,No,Yes,High,Mid,Wifi,4G,3-6,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_813,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Government,Yes,No,High,Mid,Mobile Data,3G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_814,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Rich,Mobile Data,3G,1-3,No,Mobile,High,,,,,,,,
students_adaptability_level_online_education.csv_815,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Government,No,No,Low,Mid,Mobile Data,3G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_816,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Government,No,Yes,Low,Rich,Mobile Data,4G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_817,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Poor,Mobile Data,3G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_818,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,College,Government,No,No,Low,Mid,Mobile Data,4G,0,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_819,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Government,No,No,Low,Poor,Mobile Data,3G,0,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_820,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Poor,Mobile Data,4G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_821,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Mid,Mobile Data,3G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_822,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,No,Yes,Low,Mid,Mobile Data,4G,1-3,No,Mobile,High,,,,,,,,
students_adaptability_level_online_education.csv_823,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,No,Yes,Low,Mid,Wifi,4G,3-6,No,Tab,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_824,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,1-3,No,Mobile,Low,,,,,,,,
students_adaptability_level_online_education.csv_825,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Non Government,Yes,Yes,Low,Mid,Mobile Data,3G,1-3,No,Mobile,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_826,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,Yes,Low,Mid,Wifi,4G,1-3,No,Computer,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_827,Girl,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,No,High,Mid,Wifi,4G,1-3,Yes,Computer,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_828,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,University,Non Government,Yes,No,Low,Mid,Wifi,4G,3-6,Yes,Computer,Moderate,,,,,,,,
students_adaptability_level_online_education.csv_829,Boy,,,,,,,students_adaptability_level_online_education.csv,,,,,,,,students_adaptability_level_online_education.csv,School,Government,No,Yes,Low,Rich,Mobile Data,4G,1-3,No,Mobile,Moderate,,,,,,,,
